date,state_code,total_tests,new_tests,total_cases,new_cases,total_negatives,new_negatives,total_deaths,new_deaths,total_hospitalized,currently_hospitalized,new_hospitalized,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade
20200508,IA,70261,3834,11457,398,58804,3436,243,12,,407,0,164,,109,,4685,A+
20200508,ID,31270,380,2178,20,29092,360,67,1,206,16,1,,86,,,1420,B
20200508,IL,399714,20671,73760,2887,325954,17784,3241,130,,4750,0,1222,,727,,,A
20200508,IN,130128,5346,23146,643,106982,4703,1447,33,4389,1379,4389,481,990,219,,,A+
20200508,KS,47708,2886,6501,357,41207,2529,152,5,608,,21,,223,,99,332,A
20200508,KY,81401,2795,6129,195,75272,2600,294,11,1684,356,68,199,714,,,2177,A
20200508,LA,202416,1649,30855,203,171561,1446,2227,19,,1359,0,,,185,,20316,B
20200508,MA,366023,14391,75333,1612,290690,12779,4702,150,7434,3349,197,826,,,,,A
20200508,MD,152187,3587,30485,1111,121702,2476,1643,63,5811,1674,148,571,,,,2041,A
20200508,ME,23466,44,1374,44,22092,0,63,1,194,44,2,23,,10,,836,B
20200508,MI,300491,12576,52349,618,248142,11958,4987,62,,1637,0,725,,570,,15659,A+
20200508,MN,114448,4876,13040,712,101408,4164,534,26,1549,473,90,198,540,,,5163,A
20200508,MO,108721,5099,9489,148,99232,4951,449,31,,832,0,,,143,,,B
20200508,MP,2336,538,15,0,2321,538,2,0,,,0,,,,,12,D
20200508,MS,81191,404,9090,404,72101,0,409,13,1478,632,36,123,,58,,4421,A
20200508,MT,20945,698,458,2,20487,696,16,0,62,6,0,,,,,420,C
20200508,NC,178613,7285,13868,471,164745,6814,527,20,,515,0,,,,,,B
20200508,ND,42501,1634,1425,54,41076,1580,24,1,104,33,2,,,,,714,C
20200508,NE,40412,2654,7190,419,33222,2235,90,4,,,0,,,,,,D
20200508,NH,30672,1866,2843,103,27829,1763,114,3,308,113,1,,97,,,1165,B
20200508,NJ,298759,6101,135454,1819,163305,4282,8952,151,,4605,0,1439,,1089,,15642,A+
20200508,NM,89032,3348,4493,202,84539,3146,172,3,760,197,73,,,,,1125,C
20200508,NV,53344,1987,5884,118,47460,1869,328,8,,,0,,,,,205,D
20200508,NY,1121543,31627,330407,2758,791136,28869,21045,217,82730,8196,533,2811,,2295,,56378,B
20200508,OH,184316,8257,23016,885,161300,7372,1306,35,4218,1060,78,393,1188,274,,,B
20200508,OK,89857,2970,4424,94,85433,2876,266,6,805,228,0,96,,,,3064,A+
20200508,OR,72693,2235,3068,79,69625,2156,124,3,659,159,14,42,,18,,1125,A+
20200508,PA,270559,7771,54238,1323,216321,6448,3616,200,,2342,0,,,517,,,C
20200508,PR,2156,125,2156,125,,0,107,5,,161,0,,,10,,,C
20200508,RI,75479,1922,11141,231,64338,1691,399,11,1187,312,34,71,,52,,730,A+
20200508,SC,73442,-4040,7142,206,66300,-4246,316,11,1152,,0,,,,,3816,B
20200508,SD,21293,1179,3144,239,18149,940,31,0,247,76,11,,,,,2069,C
20200508,TN,243578,7250,14441,345,229137,6905,241,4,1299,550,33,,,,,7011,B
20200508,TX,477118,21956,36609,1219,440509,20737,1004,31,,1734,0,,,,,19197,B
20200508,UT,138688,4145,5919,195,132769,3950,61,0,488,216,12,,162,,73,2769,B
20200508,VA,129945,6793,22342,772,107603,6021,812,43,4622,1625,184,378,,199,,2997,A+
20200508,VI,1092,36,68,2,1024,34,4,0,,,0,,,,,57,C
20200508,VT,18140,534,918,2,17222,532,53,0,,15,0,,,,,737,B
20200508,WA,239542,5175,18124,210,221418,4965,891,21,,393,0,122,,,,,B
20200508,WI,108295,4639,11030,409,97265,4230,384,10,1767,552,35,110,441,,,4694,A+
20200508,WV,59436,1915,1310,23,58126,1892,51,0,,65,0,19,,11,,761,C
20200508,WY,12038,4,635,4,11403,0,7,0,60,9,1,,,,,428,C
20200507,AK,24341,686,374,2,23967,684,10,0,,12,0,,,,,291,C
20200507,AL,115173,5657,8898,317,106275,5340,349,9,1178,,20,,448,,266,,B
20200507,AR,59995,992,3611,43,56384,949,87,2,462,69,9,,,14,93,2123,B
20200507,AS,83,0,0,0,83,0,0,0,,,0,,,,,,F
20200507,AZ,96434,4697,9945,238,86489,4459,450,24,2292,766,48,288,,196,,1722,A+
20200507,CA,842874,33838,60614,1799,782260,32039,2504,92,,4560,0,1374,,,,,B
20200507,CO,91347,5371,17830,466,73517,4905,921,18,2986,798,67,,,,,2869,B
20200507,CT,116174,4727,31784,789,84390,3938,2797,79,9389,1385,1631,,,,,5413,B
20200507,DC,25856,872,5654,193,20202,679,285,8,,447,0,130,,91,,825,A+
20200507,DE,27326,858,5939,161,21387,697,285,16,,285,0,,,,,2110,B
20200507,FL,492950,12899,38828,826,454122,12073,1667,62,6990,,214,,,,,,C
20200507,GA,217303,13166,31439,743,185864,12423,1336,25,5835,,70,,1374,,,,A
20200507,GU,3715,88,151,0,3564,88,5,0,,,0,,,,,123,F
20200507,HI,35541,342,626,1,34915,341,17,0,74,,1,,,,,558,B
20200507,IA,66427,3256,11059,655,55368,2601,231,12,,417,0,151,,107,,4266,A+
20200507,ID,30890,345,2158,31,28732,314,66,1,205,20,2,,86,,,1399,B
20200507,IL,379043,17783,70873,2641,308170,15142,3111,137,,4862,0,1253,,766,,,A
20200507,IN,124782,4286,22503,633,102279,3653,1414,37,,1457,0,487,,228,,,A+
20200507,KS,44822,2708,6144,410,38678,2298,147,3,587,,16,,218,,97,323,A
20200507,KY,78606,17592,5934,112,72672,17480,283,8,1616,351,13,190,693,,,2125,A
20200507,LA,200767,6095,30652,253,170115,5842,2208,93,,1432,0,,,189,,20316,B
20200507,MA,351632,11993,73721,1696,277911,10297,4552,132,7237,3436,157,852,,,,,A
20200507,MD,148600,4588,29374,1211,119226,3377,1580,60,5663,1683,166,584,,,,2029,A
20200507,ME,23422,76,1330,76,22092,0,62,0,192,39,1,16,,11,,787,B
20200507,MI,287915,12221,51731,600,236184,11621,4925,86,,1697,0,753,,612,,15659,A+
20200507,MN,109572,5015,12328,818,97244,4197,508,23,1459,435,54,182,512,,,4800,A
20200507,MO,103622,2875,9341,239,94281,2636,418,22,,917,0,,,141,,,B
20200507,MP,1798,0,15,0,1783,0,2,0,,,0,,,,,12,D
20200507,MS,80787,262,8686,262,72101,0,396,22,1442,650,50,139,,71,,4421,A
20200507,MT,20247,543,456,0,19791,543,16,0,62,6,0,,,,,417,C
20200507,NC,171328,6846,13397,639,157931,6207,507,30,,525,0,,,,,,B
20200507,ND,40867,2235,1371,48,39496,2187,23,1,102,35,5,,,,,601,C
20200507,NE,37758,1630,6771,333,30987,1297,86,4,,,0,,,,,,D
20200507,NH,28806,1073,2740,104,26066,969,111,19,307,113,12,,82,,,1110,B
20200507,NJ,292658,3738,133635,1745,159023,1993,8801,252,,4996,0,1470,,1107,,15642,A+
20200507,NM,85684,2433,4291,153,81393,2280,169,7,687,193,0,,,,,1073,C
20200507,NV,51357,2082,5766,103,45591,1979,320,9,,,0,,,,,205,D
20200507,NY,1089916,33995,327649,3671,762267,30324,20828,951,82197,8665,627,2976,,2425,,55547,B
20200507,OH,176059,7130,22131,555,153928,6575,1271,46,4140,1057,88,418,1167,279,,,B
20200507,OK,86887,3997,4330,129,82557,3868,260,7,805,223,32,97,,,,2985,A+
20200507,OR,70458,2482,2989,73,67469,2409,121,6,645,171,4,48,,23,,1125,A+
20200507,PA,262788,6448,52915,1070,209873,5378,3416,310,,2420,0,,,539,,,C
20200507,PR,2031,63,2031,63,,0,102,3,,164,0,,,,,,D
20200507,RI,73557,2200,10910,271,62647,1929,388,18,1153,318,30,82,,56,,696,A+
20200507,SC,77482,0,6936,0,70546,0,305,0,1152,,0,,,,,3816,B
20200507,SD,20114,698,2905,126,17209,572,31,2,236,70,6,,,,,2028,C
20200507,TN,236328,9227,14096,158,222232,9069,237,-2,1266,558,45,,,,,6783,B
20200507,TX,455162,16224,35390,968,419772,15256,973,25,,1750,0,,,,,18440,B
20200507,UT,134543,3541,5724,129,128819,3412,61,3,476,194,12,,159,,73,2640,B
20200507,VA,123152,9444,21570,1314,101582,8130,769,56,4438,1613,325,371,,203,,2825,A+
20200507,VI,1056,0,66,0,990,0,4,0,,,0,,,,,54,C
20200507,VT,17606,411,916,2,16690,409,53,1,,14,0,2,,0,,718,B
20200507,WA,234367,4584,17914,196,216453,4388,870,8,,358,0,144,,,,,B
20200507,WI,103656,5568,10621,359,93035,5209,374,12,1732,624,38,108,435,,,4520,A+
20200507,WV,57521,1737,1287,39,56234,1698,51,1,,76,0,22,,12,,716,C
20200507,WY,12034,27,631,27,11403,0,7,0,59,11,-1,,,,,416,C
20200506,AK,23655,963,372,1,23283,962,10,1,,8,0,,,,,284,C
20200506,AL,109516,2750,8581,296,100935,2454,340,27,1158,,51,,442,,264,,B
20200506,AR,59003,4368,3568,72,55435,4296,85,2,453,69,0,,,14,89,2109,B
20200506,AS,83,0,0,0,83,0,0,0,,,0,,,,,,F
20200506,AZ,91737,3477,9707,402,82030,3075,426,31,2244,754,52,286,,193,,1693,A+
20200506,CA,809036,29134,58815,2603,750221,26531,2412,95,,4681,0,1415,,,,,B
20200506,CO,85976,972,17364,457,68612,515,903,52,2919,792,81,,,,,2801,B
20200506,CT,111447,2804,30995,374,80452,2430,2718,85,7758,1445,0,,,,,4346,B
20200506,DC,24984,655,5461,139,19523,516,277,13,,447,0,130,,91,,808,A+
20200506,DE,26468,1788,5778,407,20690,1381,269,3,,299,0,,,,,2008,B
20200506,FL,480051,14360,38002,563,442049,13797,1605,69,6776,,230,,,,,,C
20200506,GA,204137,3254,30696,985,173441,2269,1311,23,5765,,131,,1343,,,,A
20200506,GU,3627,137,151,2,3476,135,5,0,,,0,,,,,123,F
20200506,HI,35199,1200,625,4,34574,1196,17,0,73,,0,,,,,551,B
20200506,IA,63171,2602,10404,293,52767,2309,219,12,,414,0,151,,103,,3803,B
20200506,ID,30545,237,2127,21,28418,216,65,1,203,21,2,,84,,,1379,C
20200506,IL,361260,14974,68232,2270,293028,12704,2974,136,,4832,0,1231,,780,,,A
20200506,IN,120496,4662,21870,837,98626,3825,1377,51,,1558,0,526,,281,,,A+
20200506,KS,42114,2022,5734,276,36380,1746,144,7,571,,5,,213,,96,318,A
20200506,KY,61014,967,5822,577,55192,390,275,14,1603,347,74,189,685,,,2058,A
20200506,LA,194672,6441,30399,403,164273,6038,2115,0,,1465,0,,,187,,20316,B
20200506,MA,339639,6290,72025,1754,267614,4536,4420,208,7080,3564,249,922,,,,,A
20200506,MD,144012,3909,28163,1046,115849,2863,1520,44,5497,1707,160,584,,,,1903,A
20200506,ME,23346,2574,1254,28,22092,2546,62,1,191,37,4,18,,12,,766,B
20200506,MI,275694,12106,51131,634,224563,11472,4839,58,,1818,0,794,,617,,15659,A+
20200506,MN,104557,4479,11510,634,93047,3845,485,30,1405,443,55,180,488,,,4520,A
20200506,MO,100747,5681,9102,186,91645,5495,396,19,,953,0,,,134,,,B
20200506,MP,1798,1,15,1,1783,0,2,0,,,0,,,,,12,D
20200506,MS,80525,217,8424,217,72101,0,374,32,1392,618,40,144,,79,,4421,B
20200506,MT,19704,4432,456,0,19248,4432,16,0,62,6,0,,,,,417,C
20200506,NC,164482,12682,12758,502,151724,12180,477,25,,516,0,,,,,,B
20200506,ND,38632,2211,1323,57,37309,2154,22,5,97,32,2,,,,,582,C
20200506,NE,36128,1519,6438,355,29690,1164,82,4,,,0,,,,,,D
20200506,NH,27733,863,2636,48,25097,815,92,6,295,115,9,,82,,,1105,B
20200506,NJ,288920,1297,131890,1297,157030,0,8549,305,,5221,0,1549,,1146,,15642,A+
20200506,NM,83251,1531,4138,107,79113,1424,162,6,687,178,20,,,,,964,C
20200506,NV,49275,1391,5663,69,43612,1322,311,14,,,0,,,,,203,D
20200506,NY,1055921,27022,323978,2786,731943,24236,19877,232,81570,9179,652,3098,,,,54597,B
20200506,OH,168929,8194,21576,607,147353,7587,1225,90,4052,1045,96,407,1151,275,,,B
20200506,OK,82890,3473,4201,74,78689,3399,253,6,773,230,0,102,,,,2909,A
20200506,OR,67976,2552,2916,77,65060,2475,115,2,641,191,19,47,,20,,1125,A+
20200506,PA,256340,5458,51845,888,204495,4570,3106,94,,2545,0,,,560,,,C
20200506,PR,1968,-9269,1968,44,,-9313,99,0,,144,0,,,,,,D
20200506,RI,71357,2279,10639,342,60718,1937,370,15,1123,324,31,86,,60,,665,A+
20200506,SC,77482,9711,6936,179,70546,9532,305,22,1152,,42,,,,,3816,B
20200506,SD,19416,394,2779,58,16637,336,29,5,230,72,10,,,,,1977,C
20200506,TN,227101,8239,13938,248,213163,7991,239,13,1221,557,65,,,,,6564,B
20200506,TX,438938,11728,34422,1053,404516,10675,948,42,,1812,0,,,,,17622,B
20200506,UT,131002,4287,5595,146,125407,4141,58,2,464,,8,,,,,2509,C
20200506,VA,113708,0,20256,0,93452,0,713,0,4113,1496,0,361,,189,,2617,A+
20200506,VI,1056,17,66,0,990,17,4,0,,,0,,,,,54,C
20200506,VT,17195,221,914,5,16281,216,52,0,,26,0,2,,0,,706,B
20200506,WA,229783,5299,17718,248,212065,5051,862,21,,390,0,127,,,,,B
20200506,WI,98088,4225,10262,366,87826,3859,362,9,1694,511,31,107,423,,,4348,A+
20200506,WV,55784,961,1248,10,54536,951,50,0,,76,0,22,,12,,716,C
20200506,WY,12007,1092,604,8,11403,1084,7,0,60,11,0,,,,,409,C
20200505,AK,22692,969,371,1,22321,968,9,0,,13,0,,,,,277,C
20200505,AL,106766,3649,8285,260,98481,3389,313,17,1107,,43,,428,,255,,B
20200505,AR,54635,193,3496,38,51139,155,83,2,453,89,15,,,16,89,2041,B
20200505,AS,83,0,0,0,83,0,0,0,,,0,,,,,,F
20200505,AZ,88260,3007,9305,386,78955,2621,395,33,2192,728,57,303,,185,,1671,A+
20200505,CA,779902,32028,56212,1275,723690,30753,2317,63,,4622,0,1388,,,,,B
20200505,CO,85004,1914,16907,272,68097,1642,851,9,2838,834,39,,,,,2743,B
20200505,CT,108643,6150,30621,1334,78022,4816,2633,138,7758,1500,0,,,,,4346,B
20200505,DC,24329,534,5322,152,19007,382,264,6,,447,0,130,,91,,667,A+
20200505,DE,24680,570,5371,83,19309,487,266,11,,284,0,,,,,1847,B
20200505,FL,465691,21421,37439,542,428252,20879,1536,113,6546,,217,,,,,,C
20200505,GA,200883,17558,29711,343,171172,17215,1288,66,5634,,108,,1318,,,,A
20200505,GU,3490,99,149,0,3341,99,5,0,,,0,,,,,124,F
20200505,HI,33999,133,621,1,33378,132,17,0,73,,0,,,,,548,B
20200505,IA,60569,3408,10111,408,50458,3000,207,19,,407,0,152,,94,,3572,B
20200505,ID,30308,501,2106,45,28202,456,64,0,201,27,1,,83,,,1358,C
20200505,IL,346286,13139,65962,2122,280324,11017,2838,176,,4780,0,1266,,780,,,A
20200505,IN,115834,2537,21033,526,94801,2011,1326,62,,1537,0,480,,272,,,A+
20200505,KS,40092,1489,5458,213,34634,1276,137,1,566,,13,,212,,95,296,A
20200505,KY,60047,1638,5245,115,54802,1523,261,8,1529,333,10,174,659,,,1892,A
20200505,LA,188231,7300,29996,323,158235,6977,2115,51,,1512,0,,,194,,20316,B
20200505,MA,333349,9081,70271,1184,263078,7897,4212,122,6831,3542,209,914,,,,,A
20200505,MD,140103,3108,27117,709,112986,2399,1476,52,5337,1693,138,573,,,,1810,A
20200505,ME,20772,21,1226,21,19546,0,61,4,187,36,1,18,,12,,741,B
20200505,MI,263588,11108,50497,688,213091,10420,4781,59,,1948,0,839,,670,,15659,A+
20200505,MN,100078,3166,10876,641,89202,2525,455,27,1350,434,79,182,475,,,4159,A
20200505,MO,95066,3615,8916,162,86150,3453,377,19,,893,0,,,139,,,A
20200505,MP,1797,462,14,0,1783,462,2,0,,,0,,,,,12,D
20200505,MS,80308,631,8207,330,72101,301,342,32,1352,645,36,162,,77,,4421,B
20200505,MT,15272,184,456,-1,14816,185,16,0,62,6,0,,,,,410,C
20200505,NC,151800,5361,12256,408,139544,4953,452,22,,534,0,,,,,,B
20200505,ND,36421,1667,1266,41,35155,1626,17,2,95,31,1,,,,,559,C
20200505,NE,34609,855,6083,173,28526,682,78,0,,,0,,,,,,D
20200505,NH,26870,0,2588,0,24282,0,86,0,286,111,0,,82,,,1019,C
20200505,NJ,287623,10403,130593,2324,157030,8079,8244,334,,5328,0,1534,,1169,,15642,A+
20200505,NM,81720,3743,4031,181,77689,3562,156,5,667,181,80,,,,,842,C
20200505,NV,47884,1718,5594,103,42290,1615,297,5,,,0,,,,,200,D
20200505,NY,1028899,21589,321192,2239,707707,19350,19645,230,80918,9600,542,3281,,,,58950,B
20200505,OH,160735,5580,20969,495,139766,5085,1135,79,3956,1069,147,402,1123,281,,,B
20200505,OK,79417,15569,4127,83,75290,15486,247,9,773,236,20,113,,,,2830,A
20200505,OR,65424,1967,2839,80,62585,1887,113,4,622,219,14,49,,25,,860,A+
20200505,PA,250882,5292,50957,865,199925,4427,3012,554,,2580,0,,,550,,,B
20200505,PR,11237,81,1924,81,9313,0,99,2,,140,0,,,,,,D
20200505,RI,69078,2282,10297,303,58781,1979,355,14,1092,327,31,89,,62,,639,A+
20200505,SC,67771,3583,6757,131,61014,3452,283,8,1110,,0,,,,,3622,B
20200505,SD,19022,309,2721,53,16301,256,24,3,220,75,9,,,,,1895,C
20200505,TN,218862,7419,13690,119,205172,7300,226,7,1156,520,13,,,,,6356,B
20200505,TX,427210,19812,33369,1037,393841,18775,906,22,,1888,0,,,,,16791,B
20200505,UT,126715,2054,5449,132,121266,1922,56,6,456,,15,,,,,2387,C
20200505,VA,113708,1415,20256,764,93452,651,713,29,4113,1496,103,361,,189,,2617,A+
20200505,VI,1039,8,66,0,973,8,4,0,,,0,,,,,51,C
20200505,VT,16974,179,909,3,16065,176,52,0,,33,0,2,,0,,,B
20200505,WA,224484,5069,17470,261,207014,4808,841,7,,292,0,102,,,,,B
20200505,WI,93863,3858,9896,358,83967,3500,353,13,1663,543,42,92,414,,,4131,A
20200505,WV,54823,1584,1238,32,53585,1552,50,0,,64,0,23,,12,,630,C
20200505,WY,10915,461,596,10,10319,451,7,0,60,13,0,,,,,405,C
20200504,AK,21723,145,370,2,21353,143,9,0,,12,0,,,,,263,C
20200504,AL,103117,10617,8025,300,95092,10317,296,6,1064,,29,,411,,247,,B
20200504,AR,54442,1552,3458,27,50984,1525,81,5,438,91,11,,,16,88,2016,B
20200504,AS,83,26,0,0,83,26,0,0,,,0,,,,,,F
20200504,AZ,85253,4134,8919,279,76334,3855,362,0,2135,703,46,288,,200,,1632,A+
20200504,CA,747874,32123,54937,1321,692937,30802,2254,39,,4616,0,1464,,,,,B
20200504,CO,83090,3184,16635,410,66455,2774,842,10,2799,883,6,,,,,2650,B
20200504,CT,102493,0,29287,0,73206,0,2495,59,7758,1488,0,,,,,4346,B
20200504,DC,23795,693,5170,154,18625,539,258,7,,447,0,130,,91,,666,A+
20200504,DE,24110,373,5288,80,18822,293,255,9,,281,0,,,,,1716,B
20200504,FL,444270,16081,36897,819,407373,15262,1423,20,6329,,85,,,,,,C
20200504,GA,183325,8229,29368,766,153957,7463,1222,45,5526,,133,,1284,,,,A
20200504,GU,3391,89,149,-1,3242,90,5,0,,,0,,,,,125,F
20200504,HI,33866,916,620,0,33246,916,17,1,73,,1,,,,,544,B
20200504,IA,57161,3975,9703,534,47458,3441,188,4,,389,0,143,,93,,3486,B
20200504,ID,29807,0,2061,0,27746,0,64,1,200,27,0,,83,,,1267,C
20200504,IL,333147,13834,63840,2341,269307,11493,2662,44,,4493,0,1232,,763,,,A
20200504,IN,113297,4438,20507,574,92790,3864,1264,18,,1449,0,483,,249,,,A+
20200504,KS,38603,1825,5245,215,33358,1610,136,2,553,,6,,209,,95,291,A
20200504,KY,58409,760,5130,251,53279,509,253,5,1519,329,108,170,654,,,1892,A
20200504,LA,180931,4771,29673,333,151258,4438,2064,95,,1502,0,,,220,,20316,B
20200504,MA,324268,9622,69087,1000,255181,8622,4090,86,6622,3539,115,908,,,,,A
20200504,MD,136995,4201,26408,946,110587,3255,1424,52,5199,1649,148,563,,,,1695,A
20200504,ME,20751,20,1205,20,19546,0,57,0,186,37,3,18,,11,,720,B
20200504,MI,252480,8090,49809,780,202671,7310,4722,81,,1948,0,839,,670,,15659,A+
20200504,MN,96912,4068,10235,824,86677,3244,428,9,1271,396,72,166,444,,,3784,A
20200504,MO,91451,8475,8754,368,82697,8107,358,6,,858,0,,,135,,,A
20200504,MP,1335,0,14,0,1321,0,2,0,,,0,,,,,12,D
20200504,MS,79677,2084,7877,327,71800,1757,310,7,1316,646,18,145,,78,,4421,B
20200504,MT,15088,81,457,2,14631,79,16,0,62,6,1,,,,,404,C
20200504,NC,146439,2604,11848,184,134591,2420,430,8,,498,0,,,,,,B
20200504,ND,34754,1401,1225,34,33529,1367,15,-1,94,31,4,,,,,540,C
20200504,NE,33754,2492,5910,584,27844,1908,78,2,,,0,,,,,,D
20200504,NH,26870,-1523,2588,159,24282,-1682,86,2,286,103,9,,,,,1017,C
20200504,NJ,277220,2154,128269,1525,148951,629,7910,39,,5287,0,1610,,1189,,15642,A+
20200504,NM,77977,3033,3850,118,74127,2915,151,12,587,164,0,,,,,832,C
20200504,NV,46166,897,5491,65,40675,832,292,5,,,0,,,,,185,D
20200504,NY,1007310,21399,318953,2538,688357,18861,19415,226,80376,9647,608,3330,,,,58950,B
20200504,OH,155155,4989,20474,560,134681,4429,1056,18,3809,1078,40,412,1090,275,,,B
20200504,OK,63848,72,4044,72,59804,0,238,0,753,236,10,92,,,,2682,A
20200504,OR,63457,1403,2759,79,60698,1324,109,0,608,207,10,41,,17,,860,A+
20200504,PA,245590,4949,50092,825,195498,4124,2458,14,,2708,0,,,573,,,B
20200504,PR,11156,35,1843,35,9313,0,97,0,,152,0,,,,,,D
20200504,RI,66796,1860,9994,291,56802,1569,341,21,1061,339,48,84,,61,,601,A+
20200504,SC,64188,0,6626,0,57562,0,275,0,1110,,0,,,,,3622,B
20200504,SD,18713,296,2668,37,16045,259,21,0,211,69,14,,,,,1830,C
20200504,TN,211443,6836,13571,394,197872,6442,219,9,1143,499,8,,,,,6081,B
20200504,TX,407398,16838,32332,784,375066,16054,884,17,,1533,0,,,,,16090,B
20200504,UT,124661,2559,5317,142,119344,2417,50,0,441,,5,,,,,2342,C
20200504,VA,112293,4291,19492,821,92801,3470,684,24,4010,1463,100,348,,192,,2547,A+
20200504,VI,1031,14,66,0,965,14,4,0,,,0,,,,,51,C
20200504,VT,16795,324,906,5,15889,319,52,0,,15,0,,,,,,C
20200504,WA,219415,5510,17209,266,202206,5244,834,4,,263,0,86,,,,,B
20200504,WI,90005,2781,9538,311,80467,2470,340,1,1621,573,13,116,404,,,3973,A
20200504,WV,53239,1601,1206,15,52033,1586,50,0,,73,0,28,,15,,611,C
20200504,WY,10454,235,586,7,9868,228,7,0,60,13,0,,,,,391,C
20200503,AK,21578,179,368,3,21210,176,9,0,,12,0,,,,,262,C
20200503,AL,92500,291,7725,291,84775,0,290,2,1035,,12,,403,,242,,B
20200503,AR,52890,1308,3431,59,49459,1249,76,3,427,100,13,,,20,88,1999,B
20200503,AS,57,0,0,0,57,0,0,0,,,0,,,,,,F
20200503,AZ,81119,3122,8640,276,72479,2846,362,14,2089,732,56,282,,192,,1597,A+
20200503,CA,715751,28948,53616,1419,662135,27529,2215,44,,4734,0,1468,,,,,B
20200503,CO,79906,2957,16225,457,63681,2500,832,12,2793,883,46,,,,,2607,B
20200503,CT,102493,2236,29287,523,73206,1713,2436,97,7758,1551,0,,,,,4346,B
20200503,DC,23102,1098,5016,219,18086,879,251,11,,,0,,,,,666,B
20200503,DE,23737,625,5208,170,18529,455,246,11,,284,0,,,,,1640,B
20200503,FL,428189,12177,36078,615,392111,11562,1403,15,6244,,299,,,,,,C
20200503,GA,175096,296,28602,296,146494,0,1177,3,5393,,6,,1249,,,,A
20200503,GU,3302,114,150,2,3152,112,5,0,,,0,,,,,126,F
20200503,HI,32950,965,620,1,32330,964,16,0,72,,0,,,,,541,B
20200503,IA,53186,6837,9169,528,44017,6309,184,9,,378,0,133,,93,,3325,B
20200503,ID,29807,317,2061,26,27746,291,63,0,200,27,22,,83,,,1267,C
20200503,IL,319313,19417,61499,2994,257814,16423,2618,59,,4701,0,1232,,759,,,A
20200503,IN,108859,4718,19933,638,88926,4080,1246,17,,1398,0,476,,242,,,A+
20200503,KS,36778,1836,5030,284,31748,1552,134,3,547,,6,,209,,95,286,A
20200503,KY,57649,0,4879,0,52770,0,248,0,1411,334,0,178,652,,,1752,A
20200503,LA,176160,3302,29340,200,146820,3102,1969,19,,1530,0,,,213,,17303,B
20200503,MA,314646,15652,68087,1824,246559,13828,4004,158,6507,3617,129,904,,,,,A
20200503,MD,132794,7272,25462,989,107332,6283,1372,49,5051,1635,141,565,,,,1666,A
20200503,ME,20731,33,1185,33,19546,0,57,1,183,33,2,18,,12,,706,B
20200503,MI,244390,7005,49029,357,195361,6648,4641,62,,2100,0,850,,713,,15659,A+
20200503,MN,92844,3164,9411,340,83433,2824,419,24,1199,373,40,155,426,,,2596,A
20200503,MO,82976,232,8386,232,74590,0,352,1,,896,0,,,141,,,A
20200503,MP,1335,387,14,0,1321,387,2,0,,,0,,,,,12,D
20200503,MS,77593,3118,7550,109,70043,3009,303,12,1298,667,33,143,,73,,3413,B
20200503,MT,15007,372,455,0,14552,372,16,0,61,5,0,,,,,404,C
20200503,NC,143835,4360,11664,155,132171,4205,422,2,,475,0,,,,,,B
20200503,ND,33353,1806,1191,38,32162,1768,16,-8,90,31,0,,,,,517,C
20200503,NE,31262,1914,5326,488,25936,1426,76,3,,,0,,,,,,D
20200503,NH,28393,4044,2429,119,25964,3925,84,3,277,103,7,,,,,1107,C
20200503,NJ,275066,12754,126744,3027,148322,9727,7871,129,,5317,0,1623,,1198,,15642,A+
20200503,NM,74944,3826,3732,219,71212,3607,139,8,587,168,0,,,,,812,C
20200503,NV,45269,882,5426,115,39843,767,287,6,,,0,,,,,182,D
20200503,NY,985911,26840,316415,3438,669496,23402,19189,280,79768,9786,826,3430,,,,58950,B
20200503,OH,150166,4347,19914,579,130252,3768,1038,17,3769,931,57,393,1078,255,,,B
20200503,OK,63776,121,3972,121,59804,0,238,0,743,236,0,92,,,,2635,A
20200503,OR,62054,1918,2680,45,59374,1873,109,0,598,205,3,46,,21,,860,A+
20200503,PA,240641,5265,49267,962,191374,4303,2444,26,,2645,0,,,562,,,B
20200503,PR,11121,51,1808,51,9313,0,97,2,,171,0,,,,,,D
20200503,RI,64936,1791,9703,181,55233,1610,320,24,1013,330,36,83,,59,,565,A+
20200503,SC,64188,2572,6626,137,57562,2435,275,8,1110,,0,,,,,3622,B
20200503,SD,18417,326,2631,43,15786,283,21,0,197,71,10,,,,,1799,C
20200503,TN,204607,8331,13177,516,191430,7815,210,1,1135,510,10,,,,,5814,B
20200503,TX,390560,9912,31548,1026,359012,8886,867,20,,1540,0,,,,,15544,B
20200503,UT,122102,4298,5175,194,116927,4104,50,1,436,,18,,,,,2238,C
20200503,VA,108002,5906,18671,940,89331,4966,660,44,3910,1413,172,385,,193,,2497,B
20200503,VI,1017,29,66,0,951,29,4,0,,,0,,,,,51,C
20200503,VT,16471,343,901,5,15570,338,52,1,,19,0,,,,,,C
20200503,WA,213905,1484,16943,141,196962,1343,830,6,,411,0,120,,,,,B
20200503,WI,87224,2734,9227,307,77997,2427,339,5,1608,582,17,118,402,,,3723,A+
20200503,WV,51638,2492,1191,22,50447,2470,50,2,,73,0,28,,15,,611,C
20200503,WY,10219,190,579,13,9640,177,7,0,60,13,2,,,,,391,C
